,b_iat_max,b_iat_mean,b_iat_min,b_iat_std,b_iat_total,b_pkt_len_max,b_pkt_len_mean,b_pkt_len_min,b_pkt_len_std,flow_ack,flow_cwr,flow_ece,flow_fin,bpkt_per_second,f_i_max,f_i_mean,f_i_std,f_i_min,f_i_total,f_pro,f_psh,f_rst,f_syn,f_urg,fpps,fo_i_max,fo_i_min,fo_i_mean,fo_i_std,fo_i_total,fo_pl_max,fo_pl_min,fo_pl_std,fo_pl_mean,fp_per_second,tb_p,t_bhlen,t_fhlen,tf_p,tl_bp,tl_fp,class
0,0.971921,0.44,0.0003309999999999997,0.3,45.27829599999999,66.0,66.0,66.0,0.0,654.0,0.0,0.0,0.0,104.0,0.984118,0.3,0.3,0.00011299999999999998,193.30907099999993,6.0,81.0,0.0,0.0,0.0,654.0,0.980573,0.00011299999999999998,0.00011299999999999998,0.29,146.762287,1458.0,96.0,440.16,1281.5272727272727,550.0,104.0,14850.0,2808.0,550.0,6864.0,704840.0,1.0
1,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,1458.0,1458.0,0.0,1458.0,1.0,0.0,27.0,0.0,1.0,0.0,1458.0,0.0
2,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,74.0,0.0,1.0,1.0,0.0,0.10039299999999998,0.06,0.02,0.010995000000000005,4.367761000000001,6.0,13.0,0.0,0.0,0.0,74.0,0.10039299999999998,0.010995000000000005,0.010995000000000005,0.02,4.367761000000001,1514.0,66.0,375.36,1353.8108108108108,74.0,0.0,2000.0,0.0,74.0,0.0,100182.0,0.0
3,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,3.0,0.0,0.0,0.0,0.0,0.12521699999999997,0.05,0.05,0.006698999999999983,0.19849799999999992,6.0,0.0,0.0,1.0,0.0,4.0,0.12521699999999997,0.006698999999999983,0.006698999999999983,0.05,0.19849799999999992,66.0,54.0,5.2,57.0,4.0,0.0,99.0,0.0,4.0,0.0,228.0,0.0
4,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,14.0,0.0,0.0,0.0,0.0,0.371025,0.2,0.12,0.018003999999999992,3.021047,6.0,6.0,0.0,1.0,0.0,15.0,0.371025,0.018003999999999992,0.018003999999999992,0.12,3.021047,66.0,54.0,3.64,57.06666666666667,15.0,0.0,363.0,0.0,15.0,0.0,856.0,1.0
5,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.028926000000000007,0.02,0.01,0.012469000000000008,0.06598600000000004,17.0,0.0,0.0,0.0,0.0,4.0,0.028926000000000007,0.012469000000000008,0.012469000000000008,0.01,0.06598600000000004,119.0,119.0,0.0,119.0,4.0,0.0,108.0,0.0,4.0,0.0,476.0,0.0
6,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.318562,0.16,0.16,0.318562,0.318562,6.0,0.0,0.0,2.0,0.0,2.0,0.318562,0.318562,0.318562,0.16,0.318562,58.0,58.0,0.0,58.0,2.0,0.0,50.0,0.0,2.0,0.0,116.0,1.0
7,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
8,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
9,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
10,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.01106599999999991,0.01,0.01,0.01106599999999991,0.01106599999999991,6.0,0.0,1.0,1.0,0.0,2.0,0.01106599999999991,0.01106599999999991,0.01106599999999991,0.01,0.01106599999999991,58.0,54.0,2.0,56.0,2.0,0.0,49.0,0.0,2.0,0.0,112.0,1.0
11,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
12,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
13,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,0.0
14,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
15,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
16,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
17,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
18,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
19,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
20,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
21,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.449125,0.24,0.18,0.27582700000000004,0.724952,6.0,0.0,0.0,3.0,0.0,3.0,0.449125,0.27582700000000004,0.27582700000000004,0.18,0.724952,58.0,58.0,0.0,58.0,3.0,0.0,75.0,0.0,3.0,0.0,174.0,1.0
22,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,0.0
23,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
24,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
25,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
26,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
27,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
28,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
29,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
30,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
31,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.012125000000000052,0.01,0.01,0.012125000000000052,0.012125000000000052,6.0,0.0,0.0,2.0,0.0,2.0,0.012125000000000052,0.012125000000000052,0.012125000000000052,0.01,0.012125000000000052,58.0,58.0,0.0,58.0,2.0,0.0,50.0,0.0,2.0,0.0,116.0,1.0
32,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
33,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
34,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
35,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
36,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
37,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
38,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
39,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
40,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
41,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
42,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
43,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.06954499999999997,0.03,0.03,0.06954499999999997,0.06954499999999997,6.0,0.0,0.0,2.0,0.0,2.0,0.06954499999999997,0.06954499999999997,0.06954499999999997,0.03,0.06954499999999997,58.0,58.0,0.0,58.0,2.0,0.0,50.0,0.0,2.0,0.0,116.0,1.0
44,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
45,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
46,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
47,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
48,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
49,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
50,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
51,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
52,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.45896000000000003,0.21,0.21,0.0003009999999999957,0.850574,6.0,0.0,0.0,4.0,0.0,4.0,0.45896000000000003,0.0003009999999999957,0.0003009999999999957,0.21,0.850574,58.0,58.0,0.0,58.0,4.0,0.0,100.0,0.0,4.0,0.0,232.0,1.0
53,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
54,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
55,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
56,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
57,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
58,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
59,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
60,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
61,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
62,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
63,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
64,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
65,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
66,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
67,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
68,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
69,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.14583400000000002,0.07,0.07,0.14583400000000002,0.14583400000000002,6.0,0.0,0.0,2.0,0.0,2.0,0.14583400000000002,0.14583400000000002,0.14583400000000002,0.07,0.14583400000000002,58.0,58.0,0.0,58.0,2.0,0.0,50.0,0.0,2.0,0.0,116.0,1.0
70,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,1.0
71,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,0.0
72,-1.0,-1.0,99999.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,99999.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,-1.0,99999.0,99999.0,0.0,0.0,58.0,58.0,0.0,58.0,1.0,0.0,25.0,0.0,1.0,0.0,58.0,0.0
